"","ID","REGION","SUBREGION","COUNTRY","LOCATION","LAT","LON","MONTH","YEAR","DEPTH","SEVERITY_CODE","BLEACHING_SEVERITY","CORAL_FAMILY","CORAL_SPECIES","PERCENTAGE_AFFECTED","BLEACHING_DURATION","MORTALITY_CODE","MORTALITY","RECOVERY_CODE","RECOVERY","SURVEY_TYPE","SURVEY_AREA","WATER_TEMPERATURE","OTHER_FACTORS","REMARKS","SOURCE","REFERENCE_CODE","COUNTRY_CODE"
"176",3898,"Africa","Southwest Indian Ocean","Mauritius","North of Rodrigues, Mauritius",-19.638,63.396,3,2002,"reef flat",3,"HIGH","","","","",2,"There was a major coral mortality event on the island of Rodrigues (part of Mauritius) in March 2002 with losses of coral cover of between 10% and 75%, apparently associated with a relatively localised warm water event.",NA,"","GCRMN method","","","","However the reef flat in the north was seriously affected by mass coral
mortality in early March 2002, possibly correlating with elevated sea temperatures.","Coral Bleaching and Mortality – the 1998 Event 4 Years Later and Bleaching to 2002. In: C.R. Wilkinson (ed.), Status of coral reefs of the world:2002. GCRMN Report, Australian Institute of Marine Science, Townsville. Chapter 1, pp 33-44",13890,"MUS"
"177",2302,"Africa","Southwest Indian Ocean","Mauritius","Rodrigues",-19.75,63.4166666666667,NA,1998,"",1,"Low","","","","",NA,"",NA,"","","","",""," Minor bleaching","ReefBase",9964,"MUS"
"178",549,"Africa","Southwest Indian Ocean","Mauritius","Rodrigues",-19.8,63.3,NA,1998,"",2,"Medium","","","","",3,"significant and high",NA,"","","","","","bleaching","Obura,D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean.",0,"MUS"
"179",4035,"Africa","Southwest Indian Ocean","Mauritius","Rodrigues (Republic of Mauritius)",-16.743,63.397,3,2005,"1-3 m",3,"HIGH","","Acropora digitifera, A. austera, A. abrotanoides, A. cytherea, A. clathrata, Montipora aequituberculata, Pocillopora spp., Favia stelligera, massive Porites sp., Porites rus and Platygyra daedalea","100","",NA,"",NA,"","","","32C","","Initial surveys have found severe bleaching on the shallow reef flats at 1-3m depth with almost 100% of Acropora digitifera and >75% of branching (A. austera, A. abrotanoides) and tabular (A. cytherea, A. clathrata) Acropora colonies affected. <br>
Other species such as Montipora aequituberculata, Pocillopora spp., Favia stelligera, massive Porites sp., Porites rus and Platygyra daedalea exhibited partial-total bleaching as did soft corals and zoanthids (Palythoa sp.). 
<br>Bleaching was observed down to 5m depth, where it mainly affected branching and tabular Acropora species. Seawater temperatures have been measured as being up to 32oC and as in Madagascar, the area has been subjected to a period of unusually hot and calm weather. Further surveys are now being carried out to assess the extent and severity of the bleaching event around the whole island.","Dr Emily Hardman [research@shoals.intnet.mu] in coral list 23/3/2005",NA,"MUS"
"180",790,"Africa","Southwest Indian Ocean","Mauritius","Trou aux Biches",-20.05,57.5333,NA,1998,"",2,"Medium","Acroporidae","Acropora","","",NA,"",0,"no bleaching observed after 9 months","","","","Cyclone Anacelle produced wet & clooudy weather in Feb.","Moderate bleaching; 6% corals completely bleached. 27% partially bleached","GCRMN 2000. Chapter 5",0,"MUS"
"181",2313,"Africa","Southwest Indian Ocean","Mauritius","Trou d'Eau Douce Fir",-20.2483333333333,57.795,4,1998,"",1,"Low","","","25","",NA,"",NA,"","","","",""," Minor bleaching; The few dead coral colonies had begun to be colonised by filamentous algae.","ReefBase",9964,"MUS"
"182",39,"Africa","Southwest Indian Ocean","Mayotte","Mayotte",-13.0668,45.1106,4,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","started southside that is enclosed but exposed to trade winds. North side cooler waters not effected as such.","Coral Listserver",0,"MYT"
"183",7276,"Africa","Southwest Indian Ocean","Mayotte","Mayotte",-12.77944,45.22722,5,2010,"25 m",-1,"Severity Unknown","","Acropora sp.","","",0,"",NA,"","","","","","% live coral bleached - 36%","Report submitted by Dr. Jerker tamelander.
Source of data : David Obura, Cordio",NA,"MYT"
"184",788,"Africa","Southwest Indian Ocean","Réunion","Corne Nord, St Leu Ville Reef",-21.26,55.325,NA,1998,"",1,"Low","Acroporidae","Acropora","","",1,"3% dead algal covered corals",NA,"","","","","","nminor bleaching","GCRMN 2000. Chapter 5",0,"REU"
"185",482,"Africa","Southwest Indian Ocean","Réunion","La Saline Lagoon",-21.16,55.28,2,2001,"",3,"HIGH","Acroporidae","Acropora","","",NA,"",NA,"","","","1.5c above mean","","extensive bleaching","CORDIO Newsletter 3 May 2001",0,"REU"
"186",236,"Africa","Southwest Indian Ocean","Réunion","Planch'alizé reef flat",-21.1544,55.272,2,1998,"",1,"Low","","","","",1,"some",NA,"","","","","","some noticed","CORDIO",0,"REU"
"187",3323,"Africa","Southwest Indian Ocean","Réunion","PlanchAlize, La Saline-les-Bains reef",-21.08,55.233,2,2001,"0.4-1.0m",2,"Medium","","","31-50%","Feb to May 2001",1,"1-10% of hard coral died, soft coral not affected",NA,"","","","","","31-50% of hard coral bleached,  1-10% of soft coral bleached.","Michael Rard unpublished data",NA,"REU"
"188",38,"Africa","Southwest Indian Ocean","Réunion","Reunion",-21.1135,55.2526,4,1998,"",2,"Medium","Acroporidae, Oculinidae, Pocillopordae","Acropora, Galaxea, Pocillopora","","",NA,"",NA,"","","","","","reef flats at La Reunion, Mascarene islands","Coral Listserver",0,"REU"
"189",2328,"Africa","Southwest Indian Ocean","Réunion","Reunion",-21.1166666666667,55.5,NA,1988,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","",""," Extent Unspecified","ReefBase",388,"REU"
"190",2332,"Africa","Southwest Indian Ocean","Réunion","Reunion",-21.1166666666667,55.5,NA,1998,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","On the reef slopes, coral bleaching has been fond down to 20m and Porites colonies have been particularly badly affected; about 20 - 50% of the hard and soft coral cover has disappeared to be replaced by algae. ","ReefBase",264,"REU"
"191",2333,"Africa","Southwest Indian Ocean","Réunion","Reunion",-21.1166666666667,55.5,3,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","Water temperatures were high (but not recorded) and there was very heavy rainfall for most of February. No recovery was seen several months later, with corals now covered with turf algae. ","ReefBase",8838,"REU"
"192",184,"Africa","Southwest Indian Ocean","Réunion","Réunion",-21.258,55.3253,3,1998,"",2,"Medium","","","","",2,"no recovery seen, algal growth",NA,"","","","","","30-50%","Wilkinson, Clive",0,"REU"
"193",2530,"Africa","Southwest Indian Ocean","Réunion","Reunion Island",-21.1,55.2526,3,2002,"",1,"Low","","","","",NA,"",NA,"","","","1 deg. C less than 2000","rain and mud in freshwater brought by Hurricane Dina","bleaching at 2 sites because of hurricane Dina in January.  Bleaching due to rain and mud in freshwater caused by hurricane","Coral-list 18/5/2002 Michael Rard",NA,"REU"
"194",3324,"Africa","Southwest Indian Ocean","Réunion","Saint Leu",-21.158,55.289,3,2001,"0.4-1.0m",1,"Low","","","1-10%","March to May 2001",1,"1-10% of hard coral died",NA,"","","","","","1-10% of hard coral bleached
Soft coral was not affected.
This site was one of the most beautiful coral site, with a dominance by the genus Acropora. But, this site was 99.9 % destroyed by the hurricane Firinga in 1989. Today, because of a huge sea urchin bioerosion, we can see a very high diversity, completed with a high growth rate of hard corals.","Michael Rard unpublished data",NA,"REU"
"195",238,"Africa","Southwest Indian Ocean","Réunion","Sainte Rose",-21.1179,55.8251,2,1998,"",1,"Low","","","","",1,"some",NA,"","","","","","some noticed","CORDIO",0,"REU"
"196",787,"Africa","Southwest Indian Ocean","Réunion","Toboggan",-21.05,55.23,NA,1998,"",2,"Medium","Pocilloporidae","Pocillopora","","",2,"drop in live coral cover from 57% to 38% dut to bleaching",NA,"","","","","","moderate","GCRMN 2000. Chapter 5",0,"REU"
"197",237,"Africa","Southwest Indian Ocean","Réunion","Trois Chameaux",-21.3322,55.4557,2,1998,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","no bleaching","CORDIO",0,"REU"
"198",3325,"Africa","Southwest Indian Ocean","Réunion","Trou d'Eau, La Saline-les-Bains",-21.0867,55.2407,2,2001,"0.4-1.0m",3,"HIGH","","",">50%","",3,">50% of hard coral died",NA,"","","","","",">50% hard coral bleached.
Soft coral no affected.","Michael Rard unpublished data",NA,"REU"
"199",2027,"Africa","Southwest Indian Ocean","Seychelles","Aldabra",-9.41666666666667,46.4166666666667,5,1998,"23",3,"HIGH","","","50-90","",NA,"",NA,"Live coral cover at
Aldabra did not increase significantly between 1999 and 2002, although the trend is
rising from year to year suggesting recovery. GCRMN 2002","","","","","The dead corals were covered with filamentous algae, which were expanding to cover areas of dying corals Corals at 14 sites in the Seychelles Marine Park system showed that an average of about 75% were recently dead (ranging ffrom 50% to 95%).","ReefBase",8838,"SYC"
"200",453,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Atoll",-9.4476,46.3991,4,1998,"15",2,"Medium","","","","Feb - May",2,"10% dead",3,"recovery reasonable. Coral recovery 20-30%. Predominance of previously minor genera Feb 2001 (CORDIO Newsletter 3 May 2001)","","","","","30% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586",0,"SYC"
"201",451,"Africa","Southwest Indian Ocean","Seychelles","Alphonse Atoll",-7.0113,52.7348,4,1998,"15",3,"HIGH","","","","Feb - May",2,"20% dead",NA,"","","","","","54% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586",0,"SYC"
"202",531,"Africa","Southwest Indian Ocean","Seychelles","Cousine",-4.35,55.6333,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"203",2651,"Africa","Southwest Indian Ocean","Seychelles","Cousine Island",-4.35,55.65,2,1998,"4-10m",3,"HIGH","","",">50%","Feb-May 1998",3,">50% of hard and soft coral bleached",NA,"","","~1km2","","",">50% of hard and soft coral bleached","Mark Spalding unpublished data",NA,"SYC"
"204",533,"Africa","Southwest Indian Ocean","Seychelles","Curieuse",-4.2667,55.7333,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"205",536,"Africa","Southwest Indian Ocean","Seychelles","Felicite",-4.3333,55.8667,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"206",535,"Africa","Southwest Indian Ocean","Seychelles","Grand Soeur",-4.2833,55.8667,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"207",530,"Africa","Southwest Indian Ocean","Seychelles","Ile Cerf",-4.6333,55.5,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"208",529,"Africa","Southwest Indian Ocean","Seychelles","Ile Moyenne",-4.6167,55.5,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"209",534,"Africa","Southwest Indian Ocean","Seychelles","La Digue",-4.35,55.8333,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"210",2647,"Africa","Southwest Indian Ocean","Seychelles","Lagoon Channel - Alphonse Atoll",-7.03,52.76,2,1998,"1-7m",-1,"Severity Unknown","","","","Feb-May 1998",1,"1-10% of hard coral died",NA,"","","<1km2","","","","Mark Spalding unpublished data",NA,"SYC"
"211",2062,"Africa","Southwest Indian Ocean","Seychelles","Mahè",-4.6,55.4666666666667,NA,1998,"",1,"Low","","","","",NA,"",NA,"","","","",""," In January 1999, dead corals around the main island of Mahe were covered by numerous filamentous algae.","ReefBase",9963,"SYC"
"212",2650,"Africa","Southwest Indian Ocean","Seychelles","North West Coast St. Pierre",-9.31,50.71,2,1998,"3-30m",3,"HIGH","","",">50%","Feb-May 1998",3,">50% of hard and soft coral bleached. Hard coral cover decrease from 64% to 3% from 1998 to 1999",NA,"","","~3km2","","",">50% of hard and soft coral bleached","Mark Spalding unpublished data",NA,"SYC"
"213",2648,"Africa","Southwest Indian Ocean","Seychelles","Outer Slope West - Alphonse Atoll",-7.01,52.73,2,1998,"2-25m",3,"HIGH","","",">50%","Feb-May 1998",3,">50% of hard and soft coral bleached",NA,"","","~3km2","","",">50% of hard and soft coral bleached","Mark Spalding unpublished data",NA,"SYC"
"214",532,"Africa","Southwest Indian Ocean","Seychelles","Praslin",-4.3167,55.7333,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"215",2028,"Africa","Southwest Indian Ocean","Seychelles","Providence",-9.38333333333333,51.05,NA,1998,"23",3,"HIGH","","","50-90","",NA,"",NA,"","","","","","Temperatures recorded in situ were high, from 29-34°C, with the exceptional 37°C in some lagoons. ","ReefBase",9963,"SYC"
"216",452,"Africa","Southwest Indian Ocean","Seychelles","Providence - Cerf",-9.5364,50.9956,4,1998,"15",2,"Medium","","","","Feb - May",2,"33% dead",NA,"","","","","","49% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586",0,"SYC"
"217",42,"Africa","Southwest Indian Ocean","Seychelles","Seychelles",-4.3347,55.7177,4,1998,"",3,"HIGH","","","","Feb - May",NA,"",NA,"","","","","","","NOAA database",0,"SYC"
"218",44,"Africa","Southwest Indian Ocean","Seychelles","Seychelles",-4.6461,55.4845,5,1998,"",3,"HIGH","","","","Feb - May",NA,"",NA,"","","","","","severe bleaching","NOAA database",0,"SYC"
"219",2061,"Africa","Southwest Indian Ocean","Seychelles","Seychelles",-4.5,55.5,NA,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","This has led to the breakdown of the reef infrastructure and is likely to result in gradual erosion of the beaches. Live coral cover of the Seychelles granitic islands have been reduced to less than 10% on most reefs and signs of recovery are slight with ","ReefBase",10157,"SYC"
"220",2649,"Africa","Southwest Indian Ocean","Seychelles","South East Coast St. Pierre",-9.33,50.73,2,1998,"8-25m",3,"HIGH","","",">50%","Feb-May 1998",3,">50% of hard and soft coral bleached. Hard coral cover decrease from 29% to 10% from 1998 to 1999",NA,"","","~3km2","","",">50% of hard and soft coral bleached","Mark Spalding unpublished data",NA,"SYC"
"221",2026,"Africa","Southwest Indian Ocean","Seychelles","St. Pierre",-9.31666666666667,51.7166666666667,NA,1998,"15",1,"Low","","","","",NA,"",NA,"","","","","","Minimal bleaching","ReefBase",10159,"SYC"
"222",457,"Africa","Southwest Indian Ocean","Seychelles","St. Pierre leaward coast",-9.2461,51.0431,4,1998,"15",3,"HIGH","","","","Feb - May",NA,"",NA,"","","","","","87% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586",0,"SYC"
"223",454,"Africa","Southwest Indian Ocean","Seychelles","St. Pierre windward coast",-9.2126,51.0359,4,1998,"15",3,"HIGH","","","","Feb - May",NA,"",NA,"","","","","","77% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586",0,"SYC"
"224",528,"Africa","Southwest Indian Ocean","Seychelles","Ste Anne",-4.6,55.5,NA,1998,"15m",2,"Medium","","","","Feb - May",3,"partial mortlaity of colonies high",3,"signs recovery slight. Live coral reduced to less than 10% most reefs. Recruitment low to non-existant","","","","","bleaching","Coral Listserver",0,"SYC"
"225",789,"Africa","Southwest Indian Ocean","Seychelles","Ternay Bay",-4.6169,55.3669,NA,1998,"",3,"HIGH","","","","",3,"95% mortality",3,"some recovery by March 2000 taking coral cover to 5%","","","","","coral cover dropped from 54.6% in 1997 to 3% in June 1998 due to bleaching. ","GCRMN 2000. Chapter 5",0,"SYC"
"226",2133,"Americas","Eastern Caribbean","Barbados","Barbados",13.0391,-59.5231,NA,1986,"",2,"Medium","","","","",NA,"",NA,"","","","","","A 2m high, 3m diameter colony of Dendrogyra cylindratus was completely bleached on the bank reef off Barbados in mid-July 1986.  A week later it began to turn brown around the base, 2 weeks alter about 25% of the colony had recovered, in 3 weeks the entir","ReefBase",388,"BRB"
"227",228,"Americas","Eastern Caribbean","Barbados","Carribee Bank, Barbados",13.0391,-59.5231,9,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","","Wilkinson, Clive",0,"BRB"
"228",4095,"Americas","Eastern Caribbean","Barbados","North of Barbados",13.281,-59.653,9,2005,"30 -60 ft",-1,"Severity Unknown","","Diploria strigosa, Meandrina meandrites, Siderastrea siderea, Montastrea annularis, and Diploria labryinthiformis","","",NA,"",NA,"","","","31C- 32C (dive computer)","","Barbados' coral reefs have also be experiencing some bleaching.  Preliminary investigations to the north of the island have revealed the following:

Species affected: Diploria strigosa, Meandrina meandrites, Siderastrea siderea, Montastrea annularis, and Diploria labryinthiformis","Fabian Hinds [fhinds@coastal.gov.bb] in Coral List 9/15/2005",NA,"BRB"
"229",4082,"Americas","Eastern Caribbean","Barbados","South coast of Barbados",13.063,-59.482,9,2005,"",-1,"Severity Unknown","","Mussa angulosa, Millepora complanata, Millepora alcicornis, Erythropodium caribaeorum, Plexaurella sp. , Porites porites, Dendrogyra cylindrus, Montastraea annularis, Montastraea faveolata, Montastraea cavernosa, Porites astreoides, Siderastrea siderea, Diplora strigosa, Diplora labyrinthiformis, Meandrina meandrites,  Agaricia fragilis and Palythoa caribaeorum","","",NA,"",NA,"","5 reconnaissance dives","","","","We conducted at least 5 reconnaissance dives on the south coast of the island.  A greater diversity of species were found to have undergone bleaching.  <br>
Our office has also been receiving reports from fishermen and by the Fisheries Division that a number of spotted moray eels have been washing up onto the beach in some areas, probably caused by  the elevated temperatures were reducing dissolved oxygen, hence suffocating the morays.  Likewise, reports have been made that the white sea egg (Tripneustes ventricosus) has been going through a mortality event of their own.  Spines have been reported to be falling off etc. <br>
The observed bleaching has been so wide-spread that almost any coordinate would do.  However, below are the coordinates for 4 of 35 dive sites for which we maintain moorings for dive boats:
  a.. Maycocks Reef - N 13 17'32.8""  W 059 39'47.5""  ( most northern buoy on west coast)<br>
  b.. Spawnee           - N 13 13'38.4""  W 059 39'08.5""  (west coast)<br>
  c.. Old Fort            - N 13 04'39.3""  W 059 36'55.2"" (South coast)<br>
  d.. Pieces of Eight   - N 13 04'18.2""  W 059 35'48.5"" (south coast)<br>","Fabian Hinds [fhinds@coastal.gov.bb] in Coral List 20/9/2005",NA,"BRB"
"230",6930,"Americas","Eastern Caribbean","Dominica","Sabana de Nisibon",18.99,-68.8,1,2010,"6.7",0,"No Bleaching","","","","",NA,"",NA,"","Reef Check Protocol","","Air temp 28 Deg C","","many gorgonians; >50cm unidentified fish noted on descent over belt (may have been a trigger fish); many white/red groupers, but only one >30cm","Reef Check, Submitted by Darien Clary. Site ID : 68.48.298W.18.59.220N",NA,"DMA"
"231",6873,"Americas","Eastern Caribbean","Grenada","Halifax bay",12.11,-61.75,9,2010,"1-3 m",-1,"Severity Unknown","","Miliopora complanata, Siderastrea siderea, Porites porites, Diploria strigosa, Meandrina mendrites, Montastrea annularis, sea fan","","",NA,"",NA,"","Roving snorkel","","30-31 deg C","","Bleaching start on 5 Sept 2010.","Mr. Stephen Nimrod, St George's University.
E-mail: snimrod@sgu.edu",NA,"GRD"
"232",219,"Americas","Eastern Caribbean","Guadeloupe","Guadaloupe",16.3727,-61.6516,NA,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","29c","","severe bleaching","Wilkinson, Clive",0,"GLP"
"233",756,"Americas","Eastern Caribbean","Guadeloupe","Guadaloupe",16.3727,-61.6516,NA,1999,"",3,"HIGH","","","","",NA,"",NA,"","","","","","50% bleaching","GCRMN 2000. Chapter 17",0,"GLP"
"234",2209,"Americas","Eastern Caribbean","Guadeloupe","Guadeloupe",16.25,-61.8333333333333,NA,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","",""," ","ReefBase",8838,"GLP"
"235",7194,"Americas","Eastern Caribbean","Guadeloupe","Port Louis",16.43,-61.54,4,2007,"12",1,"Low","","","","",NA,"",NA,"","Reef Check Protocol","","Air temperature  Deg C,  29 water temperature Deg C,  28","","<5% of recorded RKC is result of bleaching","Reef Check, Submitted by Remi Garnier.  Site ID  61.32.34.5W.16.25.52.3N",NA,"GLP"
"236",2224,"Americas","Eastern Caribbean","Guadeloupe","St. Barthelemy",17.9,-62.85,NA,1998,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","",""," Partial mortalities","ReefBase",388,"GLP"
"237",755,"Americas","Eastern Caribbean","Martinique","Martinique",14.4,-61.2,NA,1998,"",3,"HIGH","","","","",2,"20-30% dead in 1999",NA,"","","","29c","","59% corals affected with 69% surface bleached","GCRMN 2000. Chapter 17",0,"MTQ"
"238",1,"Americas","Eastern Caribbean","Netherlands Antilles","",5.542,125.221,NA,1998,"",3,"HIGH","","","51-70","",NA,"",NA,"","","","","","yellow","R@RSEA: UP Marine Science In",0,"ANT"
"239",6494,"Americas","Eastern Caribbean","Netherlands Antilles","BNK01: Saba Bank 1",17.463,-63.22267,12,1999,"20.1",1,"Low","","","6.66666666666667","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 105","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B",NA,"ANT"
"240",6496,"Americas","Eastern Caribbean","Netherlands Antilles","BNK02: Saba Bank 2",17.48683,-63.23167,12,1999,"15",1,"Low","","","15.7894736842105","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 114","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B",NA,"ANT"
"241",6497,"Americas","Eastern Caribbean","Netherlands Antilles","BNK03: Saba Bank 3",17.48783,-63.23233,12,1999,"17.5",1,"Low","","","8.65384615384615","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 104","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B",NA,"ANT"
"242",130,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.078,-68.2158,9,1998,"25-100ft",2,"Medium","Agaricidae","Agaricia lamarcki","","",NA,"",NA,"","","","30","","bleaching first noticed 11/03/97 as minimal then again 09/02/98 (source NOAA Database Id No 4 & 107)","NOAA database",0,"ANT"
"243",4098,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.18,-68.313,9,2005,"",0,"No Bleaching","","","","",NA,"",NA,"","","","28C","","I have just returned from 2 weeks in Bonaire and we 
saw very little bleaching in Bonaire.  A few Eusmillia fastigiata, but 
not very many and no complete colony bleaching.<br>
Water temperatures were around 28 C, cooler than the usual mid-September 
temperatures of approximately 29 C. <br> 

There was the 'usual' bleaching of some of the deep water Agaricia sp 
but much more mild than we have seen over the past years.","John Ware [jware@erols.com] in Coral List 22/9/2005",NA,"ANT"
"244",2118,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.1833333333333,-68.3,NA,1987,"",3,"HIGH","","","","",NA,"",NA,"","","","",""," ","ReefBase",7144,"ANT"
"245",2119,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.1833333333333,-68.3,8,1998,"8-30",1,"Low","","","","",NA,"",NA,"","","","",""," Partial bleaching","ReefBase",8838,"ANT"
"246",2124,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.1833333333333,-68.3,NA,1979,"",2,"Medium","","","","",NA,"",NA,"","","","","","In June 1979, an extensive and long-term bleaching event began in Bonaire.  It developed progressively and became most extensive and intense in September and October, 1979.  The event ended in February 1980.  Bleaching occurred on all but the windward coa","ReefBase",388,"ANT"
"247",2125,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.1833333333333,-68.3,6,1992,"",2,"Medium","","","","",NA,"",NA,"","","","","","When observations began in May 21 1992 until the afternoon of June 25,1992 reef conditions were normal. On June 26 (0930) water temperature from the surface up to at least 30 m depth decreased from the normal 27.5ºC - 28ºC to 25ºC.   Bleaching manifested ","ReefBase",6270,"ANT"
"248",213,"Americas","Eastern Caribbean","Netherlands Antilles","Bonaire",12.2417,-68.2428,8,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","","Wilkinson, Clive",0,"ANT"
"249",4097,"Americas","Eastern Caribbean","Netherlands Antilles","Curacao",12.096,-68.94,9,2005,"",0,"No Bleaching","","","","",NA,"",NA,"","","","","","We just finished four days of disease surveys and there is no bleaching. Few colonies of Palythoa, deep Agaricia, Eusmilia fastigiata and one Colpophyllia natans showed paling. Everything looks normal and water temperature are also normal.","Ernesto Weil [eweil@caribe.net] in Coral List 23/9/2005",NA,"ANT"
"250",7044,"Americas","Eastern Caribbean","Netherlands Antilles","Curacao",12.22,-69.09,9,2009,"6",0,"No Bleaching","","","","",NA,"",NA,"","Reef Check Protocol","","Air temp 31 Deg C, water temp  25 Deg C.","","0% of recorded recently killed coral on substrate is result of bleaching","Reef Check Submitted by Marjo van den Bulck. Site ID : 69.05.236W.12.13.121N",NA,"ANT"
"251",7045,"Americas","Eastern Caribbean","Netherlands Antilles","Curacao",12.22,-69.09,4,2009,"10",0,"No Bleaching","","","","",NA,"",NA,"","Reef Check Protocol","","Air temp 31 Deg C, Water temp 26 Deg C","","0% of recorded recenly killed coral  on substrate is result of bleaching; damage caused by sand","Reef check Submitted by  Marjo van den Bulck . Site ID : 69.05.199W.12.13.089N",NA,"ANT"
"252",2120,"Americas","Eastern Caribbean","Netherlands Antilles","Curacao ( Curaçao )",12.1,-68.9666666666667,NA,1987,"",1,"Low","","","","",NA,"",NA,"","","","",""," Partial mortalities.","ReefBase",388,"ANT"
"253",6510,"Americas","Eastern Caribbean","Netherlands Antilles","EUX01: Barracuda Reef",17.468,-62.99166,12,1999,"17.4",1,"Low","","","16.8067226890756","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 119","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B",NA,"ANT"
"254",6507,"Americas","Eastern Caribbean","Netherlands Antilles","EUX02: Anchor Point",17.46433,-62.98783,12,1999,"14.4",1,"Low","","","13.0434782608696","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 115","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B",NA,"ANT"
